description,price,rooms,area,location,floor
 RÜYA EMLAKTAN KENTSELİN GÖBEĞIN DE KATTA 3+1 DAİRE ,2175000.0,3,120,4,1
 RÜYA EMLAKTAN ADNANMENDERES MH  KAT KONUMUN DA  BAĞIMSIZ 3+1 DAİ...,1999000.0,3,110,4,0
RÜYA EMLAKTAN  YATIRIMA UYGUN KAT KONUMUN DA 3+1  DAİRE ,1980000.0,3,110,4,1
MUHTESEM LOKASYON -686 ETAP BOŞ DAİRE HEMEN OTUR - 3+1 - 3. KAT,3199000.0,3,167,0,3
MUHTESEM MANZARA MUHTESEM LOKASYON 4+1 BOS HEMEN OTUR 160 M2,2279000.0,4,160,4,14
GANKA EMLAKTAN TOKİ 18.ETAPTA KAT KONUMUNDA YÜKSEK GİRİŞ 3+1,1725000.0,3,100,4,0
GANKA EMLAKTAN KUZEY ANKARA TOKİ 1.ETAPTA MANZARALI YAPILI 4+1,2595000.0,4,165,4,13
 ALİBEY'DEN ETLİK MAH AŞAĞIEĞLENCE YAKINI 2+1 KATTA ACİL SATILIK ...,1850000.0,2,95,4,1
 ALİBEY'DEN YÜKSELTEPE SİTEDE  2+1 FULL YAPILI ACİL SATILIK DAİRE,2495000.0,2,95,4,12
YENİ ORAN'DA CEPHE ALTERNATİFLİ 1+1 DAİRELER,1750000.0,1,55,10,0
YENİ ORAN'DA MANZARALI 2+1 CEPHE ALTERNATİFLİ DAİRE,2250000.0,2,85,10,2
  YILMAZ GAYRİMENKULDEN KACIRILMAYACAK  3+1 ACIL FIRSAT DAIRESİ  ...,1275000.0,3,125,8,3
SAHİBİNDEN SATILIK DAİRE ,2600000.0,3,140,4,3
 PURSAKLAR UFUK KILIÇ EMLAK'TAN SİTEDE 4+1 1.KAT DAİRE,3600000.0,4,185,7,1
 PURSAKLAR UFUK KILIÇ EMLAK'TAN 3+1 FUL YAPILI KAÇIRILMAYACAK SİT...,3275000.0,3,200,7,7
 PURSAKLAR UFUK EMLAK'TAN 1.KATDA 3+1 LÜX YAPILI MASRAFSIZ DAİRE ...,2500000.0,3,135,7,1
 DOĞDU EMLAK`TAN CEDDE ÜZERİ 3+1 1 BAĞIMLI  ARA KAT,1750000.0,3,115,4,2
SAHİBİNDEN ÇAYYOLU YAŞAMKENT MERKEZ YAĞMUR SİTESİ,5500000.0,4,180,10,2
 'SIFIR' 3+1 OTURUMA HAZIR -ÖNÜ AÇIK- 2 BALKONLU -EBEVEYN BANYOLU,2550000.0,3,138,4,2
 SR EMLAK'TAN SİNCAN MUSTAFA KEMAL MAH'DE 4+1 125m² E. BANYOLU Gİ...,3250000.0,4,135,8,2
GÖKKUŞAĞI MAHALLESİNDE ŞIK BAKIMLI-KOLAY ULAŞABİLİR 3+1 DAİRE,3775000.0,3,165,10,2
 SR EMLAK'TAN SİNCAN İSTASYON MAH'DE 3+1 105m² ARA KATTA BAĞIMSIZ...,2100000.0,3,115,8,1
 KEÇİÖREN UFUKTEPE'DE TAPUDA BULUŞTURACAK FIRSAT DAİRE MCK!!!!,1568000.0,3,125,4,0
SİNCAN PLEVNE MH 3+1 ARA KATTA ÖN CEPHE FULL YAPILI FIRSAT DAİRE,1649000.0,3,120,8,1
 TUNALI HİLİMİ FİLİSTİN CADDELERİNE YAKIN SATILIK İYİ DURUMDA 3+1...,2920000.0,3,125,10,1
SİNCAN MARAŞALÇAKMAK MAH ANA CADDE ÜZERİNDE AYIN FIRSAT DAİRESİ,1090000.0,2,90,8,0
 NASİP EMLAK SATILIK 4+1 TERAS BALKONLU ÇİFT BANYOLU GİYİNME ODAL...,3800000.0,4,180,7,2
ŞENLİK MAH. KIZLARPINARI CAD. ÜZERİ KUYUBAŞI METRO YAKIN TAM KENS...,2100000.0,2,100,4,0
 NASİP EMLAK'TAN PURSAKLAR MERKEZDE GÜNEY CEPHE 5+1 DUBLEKS,3100000.0,5,260,7,0
 NASİP EMLAK'TAN FATİH MAH. GÜNEY CEPHE KATTA 3+1 DAİRE,2450000.0,3,125,7,1
 SNCAN MALAZGİRT MH. ARA KATTA ASANSÖR-EBEVEYN BANYOLU FULL YAPIL...,2899000.0,3,145,8,2
ERCAN GAYRİMENKUL DEN AHİMESUT BULVARİNDA DAİRE,1979000.0,3,120,2,3
ERCAN GAYRİMENKUL DEN SATİLİK 3+1,2000000.0,3,125,2,2
 ETLİK ŞEHİR HAST.5 DAKİKA MESAFEDE SEVAL CAD.ÜZERİ KATTA 3+1,2950000.0,3,145,9,4
 KEÇİÖRENDE SİTE İÇİNDE CADDE YANI FULL YAPILI 3+1 SATILIK DAİRE,2990000.0,3,150,4,5
 KAMiL OCAK Mh. iZCİBAŞI SK. DA FULL YAPILI GİRİŞ ÖN CEPHE BAĞIMS...,1550000.0,3,110,4,0
 FIRSAT [İMZA]'DAN KUŞCAĞIZ'DA 3+1 MANTOLAMALI [ARA KAT] DAİRE!,2089000.0,3,125,4,1
YIKILMAZ EMLAKTAN ŞENTEPE SOLDA FULL YAPILI DAİRE,2495000.0,3,135,6,3
 MİSKET'TE ANADOLU CADDESİ YAKININDA ASNASÖRLÜ 2+1 GİRİŞ KATTA SA...,1745000.0,2,90,5,2
YIKILMAZ EMLAKT'AN KURTULUŞ MAHALLESİNDE SATILIK FULL YAPILI 3+1 ...,1900000.0,3,145,6,3
sincan yenikent 29 ekim mahallesinde satılık lüks 3+1 daire,2800000.0,3,140,8,4
sincan yenikent 29 ekim mahallesinde satılık lüks 3+1 daire,2750000.0,3,135,8,1
 SON FIRSAT [İMZA]'DAN! KUŞCAĞIZ'DA CD.DİBİ LÜX YAPILI *ÖN CEPHE*...,2389000.0,3,130,4,3
 FERİDUNÇELİK MAHALLESİ'NDE KAÇIRILMAYACAK FIRSAT DAİRESİ,1448000.0,2,120,0,0
SİNCAN MALAZGİRT MAHALLESİNDE SALON BAĞIMSIZ SON KAT MASRAFSIZ CA...,1849000.0,3,135,8,3
 KEÇİÖREN UFUKTEPE FULL+FULL YAPILI ARAYANLARA FIRSAT DAİRE,2995000.0,4,145,4,2
İNCİ BULVAR SİTESİNDE YÜKSEK ŞEREFİYELİ 4+1,7800000.0,4,208,10,7
İNCİ BULVAR SİTESİNDE YÜKSEK ŞEREFİYELİ 4+1,7999000.0,4,238,10,8
 SİNCAN TANDOĞAN MAHALLESİNDE FULL YAPILI ARA KAT 3+1 SALON'1 ODA...,1699000.0,3,130,8,3
 SAHİBİNDEN SATILIK 4 KATLI DAİRE,4700000.0,3,180,1,0
 KARAPÜRÇEK MAHALLESİ'NDE KAÇIRILMAYACAK FIRSAT DAİRESİ,1690000.0,3,125,0,3
EMEKTE SATILIK YENİ BİNADA LÜKS GÜNEY DUBLEKS 3+1 KOMBİLİ ADERDE,6950000.0,3,150,10,4
 sahibinden,3000000.0,6,250,5,0
 BEŞİKKAYA MAHALLESİ'NDE EN ÜST KAT YAPILI DAİRE ,1800000.0,3,125,0,3
" LEVENT'TEN DİKMEN VADİSİ YAKINI 2+1,110M2 ARA KAT KONUMUNDA YÜKS...",1895000.0,2,110,10,0
 SİNCAN SARAYCIKTA 4+1 ULTRA LÜKS MANZARALI ÇİFT ASANSÖRLÜ SIFIR ...,3950000.0,4,160,8,9
BAĞLAR BAŞI MAH. 431 CADDE ÜZERİ BAĞIMSIZ FULL YAPILI 3+1,1350000.0,3,120,4,0
SİNCAN PINARBAŞI MH 2+1 BAĞIMSIZ ARA KATTA ÖN CEPHE YAPILI DAİRE,1759000.0,2,115,8,2
